code,name,name_short,name_tv,gender,function,country_code,country,country_full,nationality,nationality_full,nationality_code,height,weight,disciplines,events,birth_date
1911100,KPADE Alexis Michel Roger Dodji,KPADE AMRD,Alexis Michel Roger Dodji KPADE,Male,Athlete,BEN,Benin,Benin,Benin,Benin,BEN,0,0.0,['Swimming'],"[""Men's 100m Backstroke""]",2005-11-11
1911221,MESTRE Alberto,MESTRE A,Alberto MESTRE,Male,Athlete,VEN,Venezuela,Venezuela,Venezuela,Venezuela,VEN,0,0.0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",1999-02-10
1911391,YEGRES COTTIN Maria Victoria,YEGRES COTTIN MV,Maria Victoria YEGRES COTTIN,Female,Athlete,VEN,Venezuela,Venezuela,Venezuela,Venezuela,VEN,0,0.0,['Swimming'],"[""Women's 200m Freestyle""]",2005-11-23
1911515,DUSA Matej,DUSA M,Matej DUSA,Male,Athlete,SVK,Slovakia,Slovakia,Slovakia,Slovakia,SVK,0,0.0,['Swimming'],"[""Men's 50m Freestyle""]",2000-07-10
1911520,POTOCKA Tamara,POTOCKA T,Tamara POTOCKA,Female,Athlete,SVK,Slovakia,Slovakia,Slovakia,Slovakia,SVK,0,0.0,['Swimming'],"[""Women's 200m Individual Medley""]",2002-08-15
1912804,NOLLES Leo,NOLLES L,Leo NOLLES,Male,Athlete,URU,Uruguay,Uruguay,Uruguay,Uruguay,URU,0,0.0,['Swimming'],"[""Men's 100m Freestyle""]",2003-04-12
1912817,FRANK Nicole,FRANK N,Nicole FRANK,Female,Athlete,URU,Uruguay,Uruguay,Uruguay,Uruguay,URU,0,0.0,['Swimming'],"[""Women's 200m Individual Medley""]",2003-09-08
1913028,RINCON VELASCO Anthony,RINCON VELASCO A,Anthony RINCON VELASCO,Male,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,0,0.0,['Swimming'],"[""Men's 100m Backstroke""]",2001-04-20
1913149,FERGUSON Zuri,FERGUSON Z,Zuri FERGUSON,Female,Athlete,TTO,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,TTO,0,0.0,['Swimming'],"[""Women's 100m Backstroke""]",2007-03-01
1913152,CARTER Dylan,CARTER D,Dylan CARTER,Male,Athlete,TTO,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,TTO,0,0.0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",1996-01-01
1913167,CHAN Zeke,CHAN Z,Zeke CHAN,Male,Athlete,BRU,Brunei Darussalam,Brunei Darussalam,Brunei Darussalam,Brunei Darussalam,BRU,0,0.0,['Swimming'],"[""Men's 100m Backstroke""]",2007-08-30
1915343,VANOTTERDIJK Roos,VANOTTERDIJK R,Roos VANOTTERDIJK,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0,0.0,['Swimming'],"[""Women's 100m Backstroke"", ""Women's 100m Butterfly""]",2005-01-07
1915759,MANUCHARYAN Varsenik,MANUCHARYAN V,Varsenik MANUCHARYAN,Female,Athlete,ARM,Armenia,Armenia,Armenia,Armenia,ARM,0,0.0,['Swimming'],"[""Women's 100m Butterfly""]",2003-07-11
1915815,BARSEGHYAN Artur,BARSEGHYAN A,Artur BARSEGHYAN,Male,Athlete,ARM,Armenia,Armenia,Armenia,Armenia,ARM,0,0.0,['Swimming'],"[""Men's 100m Freestyle""]",2002-03-29
1917121,SCHOFIELD Jasmine,SCHOFIELD J,Jasmine SCHOFIELD,Female,Athlete,DMA,Dominica,Dominica,Dominica,Dominica,DMA,0,0.0,['Swimming'],"[""Women's 50m Freestyle""]",2005-11-14
1917365,LAWRENCE Warren Adam,LAWRENCE WA,Warren Adam LAWRENCE,Male,Athlete,DMA,Dominica,Dominica,Dominica,Dominica,DMA,0,0.0,['Swimming'],"[""Men's 50m Freestyle""]",2003-05-14
1917898,RAHARVEL Jonathan,RAHARVEL J,Jonathan RAHARVEL,Male,Athlete,MAD,Madagascar,Madagascar,Madagascar,Madagascar,MAD,0,0.0,['Swimming'],"[""Men's 100m Breaststroke""]",2002-04-24
1918126,LYN Sabrina,LYN S,Sabrina LYN,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,0,0.0,['Swimming'],"[""Women's 50m Freestyle""]",2004-04-26
1918140,KIRLEW Josh,KIRLEW J,Josh KIRLEW,Male,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,0,0.0,['Swimming'],"[""Men's 100m Butterfly""]",1999-09-09
1922117,JEFIMOVA Eneli,JEFIMOVA E,Eneli JEFIMOVA,Female,Athlete,EST,Estonia,Estonia,Estonia,Estonia,EST,0,0.0,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke""]",2006-12-27
1922424,ZIRK Kregor,ZIRK K,Kregor ZIRK,Male,Athlete,EST,Estonia,Estonia,Estonia,Estonia,EST,0,0.0,['Swimming'],"[""Men's 200m Butterfly"", ""Men's 400m Freestyle""]",1999-07-03
1924941,COLLYMORE Tilly,COLLYMORE T,Tilly COLLYMORE,Female,Athlete,GRN,Grenada,Grenada,Grenada,Grenada,GRN,0,0.0,['Swimming'],"[""Women's 100m Freestyle""]",2007-11-27
1925121,HO Ian Yentou,HO IY,HO Ian Yentou,Male,Athlete,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China","Hong Kong, China",HKG,0,0.0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",1997-04-25
1925123,AU Hoi Shun Stephanie,AU HSS,AU Hoi Shun Stephanie,Female,Athlete,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China","Hong Kong, China",HKG,0,0.0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", 'Relay Only Athlete']",1992-05-30
1925124,CHENG Camille Lily Mei,CHENG CLM,CHENG Camille Lily Mei,Female,Athlete,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China","Hong Kong, China",HKG,0,0.0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",1993-05-09
1925125,HAUGHEY Siobhan Bernadette,HAUGHEY SB,HAUGHEY Siobhan Bernadette,Female,Athlete,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China","Hong Kong, China",HKG,0,0.0,['Swimming'],"[""Women's 100m Freestyle"", ""Women's 200m Freestyle"", ""Women's 4 x 100m Medley Relay""]",1997-10-31
1925126,KAN Cheuk Tung Natalie,KAN CTN,KAN Cheuk Tung Natalie,Female,Athlete,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China","Hong Kong, China",HKG,0,0.0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", 'Relay Only Athlete']",2002-04-30
1925129,TAM Hoi Lam,TAM HL,TAM Hoi Lam,Female,Athlete,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China","Hong Kong, China",HKG,0,0.0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", 'Relay Only Athlete']",1998-04-21
1925130,CHEUNG Sum Yuet Cindy,CHEUNG SYC,CHEUNG Sum Yuet Cindy,Female,Athlete,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China","Hong Kong, China",HKG,0,0.0,['Swimming'],"[""Women's 100m Backstroke"", ""Women's 200m Backstroke""]",2006-08-09
1925255,PRIMOVA Aynura,PRIMOVA A,Aynura PRIMOVA,Female,Athlete,TKM,Turkmenistan,Turkmenistan,Turkmenistan,Turkmenistan,TKM,0,0.0,['Swimming'],"[""Women's 100m Backstroke""]",2006-09-02
1925630,PALTRINIERI Gregorio,PALTRINIERI G,Gregorio PALTRINIERI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,"['Marathon Swimming', 'Swimming']","[""Men's 10km"", ""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",1994-09-05
1925632,QUADARELLA Simona,QUADARELLA S,Simona QUADARELLA,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Women's 1500m Freestyle"", ""Women's 800m Freestyle""]",1998-12-18
1925633,MARTINENGHI Nicolo,MARTINENGHI N,Nicolo MARTINENGHI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",1999-08-01
1925634,FRIGO Manuel,FRIGO M,Manuel FRIGO,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",1997-02-18
1925635,CECCON Thomas,CECCON T,Thomas CECCON,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 200m Backstroke"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay""]",2001-01-27
1925636,MIRESSI Alessandro,MIRESSI A,Alessandro MIRESSI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay""]",1998-10-02
1925637,RAZZETTI Alberto,RAZZETTI A,Alberto RAZZETTI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 200m Butterfly"", ""Men's 200m Individual Medley"", ""Men's 400m Individual Medley""]",1999-06-02
1925638,PILATO Benedetta,PILATO B,Benedetta PILATO,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",2005-01-18
1925668,FRANCESCHI Sara,FRANCESCHI S,Sara FRANCESCHI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Women's 200m Individual Medley"", ""Women's 400m Individual Medley""]",1999-02-01
1925669,ZAZZERI Lorenzo,ZAZZERI L,Lorenzo ZAZZERI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", ""Men's 50m Freestyle""]",1994-08-09
1925671,CARINI Giacomo,CARINI G,Giacomo CARINI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 200m Butterfly"", ""Men's 4 x 100m Medley Relay""]",1997-07-02
1925675,CONTE BONIN Paolo,CONTE BONIN P,Paolo CONTE BONIN,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",2002-02-09
1925677,de TULLIO Luca,de TULLIO L,Luca de TULLIO,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",2003-09-21
1925678,de TULLIO Marco,de TULLIO M,Marco de TULLIO,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 400m Freestyle""]",2000-09-21
1925681,DEPLANO Leonardo,DEPLANO L,Leonardo DEPLANO,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 50m Freestyle""]",1999-07-21
1925683,LAMBERTI Matteo,LAMBERTI M,Matteo LAMBERTI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 400m Freestyle""]",1999-03-24
1925684,LAMBERTI Michele,LAMBERTI M,Michele LAMBERTI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 100m Backstroke"", 'Mixed 4 x 100m Medley Relay']",2000-11-03
1925686,MEGLI Filippo,MEGLI F,Filippo MEGLI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 200m Freestyle"", ""Men's 4 x 200m Freestyle Relay""]",1997-05-10
1925690,RAGAINI Alessandro,RAGAINI A,Alessandro RAGAINI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 200m Freestyle"", ""Men's 4 x 200m Freestyle Relay""]",2006-08-02
1925691,RESTIVO Matteo,RESTIVO M,Matteo RESTIVO,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 200m Backstroke""]",1994-11-04
1925692,VIBERTI Ludovico Blu Art,VIBERTI LBA,Ludovico Blu Art VIBERTI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Men's 100m Breaststroke""]",2002-02-08
1925721,ANGIOLINI Lisa,ANGIOLINI L,Lisa ANGIOLINI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Women's 100m Breaststroke""]",1995-06-29
1925725,COCCONCELLI Costanza,COCCONCELLI C,Costanza COCCONCELLI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Women's 100m Butterfly"", 'Mixed 4 x 100m Medley Relay']",2002-01-26
1925727,D'INNOCENZO Giulia,D'INNOCENZO G,Giulia D'INNOCENZO,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2002-05-17
1925728,CURTIS Sara,CURTIS S,Sara CURTIS,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 50m Freestyle""]",2006-08-19
1925785,FANGIO Francesca,FANGIO F,Francesca FANGIO,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Women's 200m Breaststroke""]",1995-08-17
1925790,MENICUCCI Emma Virginia,MENICUCCI EV,Emma Virginia MENICUCCI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",2002-05-11
1925791,MORINI Sofia,MORINI S,Sofia MORINI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", ""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete', 'Mixed 4 x 100m Medley Relay']",2003-03-08
1925793,PANZIERA Margherita,PANZIERA M,Margherita PANZIERA,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Women's 200m Backstroke"", ""Women's 4 x 100m Medley Relay""]",1995-08-12
1925795,RAMATELLI Giulia,RAMATELLI G,Giulia RAMATELLI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2000-09-09
1925797,SCOTTO di CARLO Viola,SCOTTO di CARLO V,Viola SCOTTO di CARLO,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Women's 100m Butterfly"", ""Women's 4 x 100m Medley Relay""]",2003-06-27
1925798,TARANTINO Chiara,TARANTINO C,Chiara TARANTINO,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",2003-08-14
1925803,BIAGIOTTI Matilde,BIAGIOTTI M,Matilde BIAGIOTTI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2005-09-20
1925804,TADDEUCCI Ginevra,TADDEUCCI G,Ginevra TADDEUCCI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,"['Marathon Swimming', 'Swimming']","[""Women's 10km"", ""Women's 1500m Freestyle""]",1997-05-03
1925873,AVILA MANCIA Julimar,AVILA MANCIA J,Julimar AVILA MANCIA,Female,Athlete,HON,Honduras,Honduras,Honduras,Honduras,HON,0,0.0,['Swimming'],"[""Women's 200m Freestyle""]",1997-01-21
1925883,HORREGO Julio,HORREGO J,Julio HORREGO,Male,Athlete,HON,Honduras,Honduras,Honduras,Honduras,HON,0,0.0,['Swimming'],"[""Men's 200m Breaststroke""]",1998-10-08
1926078,PHIRI Mia,PHIRI M,Mia PHIRI,Female,Athlete,ZAM,Zambia,Zambia,Zambia,Zambia,ZAM,0,0.0,['Swimming'],"[""Women's 50m Freestyle""]",2003-05-05
1926082,SHAMAMBO Damien,SHAMAMBO D,Damien SHAMAMBO,Male,Athlete,ZAM,Zambia,Zambia,Zambia,Zambia,ZAM,0,0.0,['Swimming'],"[""Men's 50m Freestyle""]",2003-08-19
1927209,SRISA - ARD Jenjira,SRISA - ARD J,Jenjira SRISA - ARD,Female,Athlete,THA,Thailand,Thailand,Thailand,Thailand,THA,0,0.0,['Swimming'],"[""Women's 50m Freestyle""]",1995-04-16
1927227,KAEWSRIYONG Dulyawat,KAEWSRIYONG D,Dulyawat KAEWSRIYONG,Male,Athlete,THA,Thailand,Thailand,Thailand,Thailand,THA,0,0.0,['Swimming'],"[""Men's 100m Freestyle""]",2002-08-13
1927685,MILJENIC Nikola,MILJENIC N,Nikola MILJENIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,0,0.0,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 100m Freestyle""]",1998-05-19
1927686,PAVALIC Jana,PAVALIC J,Jana PAVALIC,Female,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,0,0.0,['Swimming'],"[""Women's 100m Freestyle"", ""Women's 50m Freestyle""]",2007-05-27
1928778,ZUBAID Mohamad,ZUBAID M,Mohamad ZUBAID,Male,Athlete,KUW,Kuwait,Kuwait,Kuwait,Kuwait,KUW,0,0.0,['Swimming'],"[""Men's 100m Freestyle""]",2008-03-30
1928793,DASHTI Lara,DASHTI L,Lara DASHTI,Female,Athlete,KUW,Kuwait,Kuwait,Kuwait,Kuwait,KUW,0,0.0,['Swimming'],"[""Women's 100m Breaststroke""]",2004-01-24
1928902,JORUNNARDOTTIR Snaefridur Sol,JORUNNARDOTTIR SS,Snaefridur Sol JORUNNARDOTTIR,Female,Athlete,ISL,Iceland,Iceland,Iceland,Iceland,ISL,0,0.0,['Swimming'],"[""Women's 100m Freestyle"", ""Women's 200m Freestyle""]",2000-10-31
1928919,McKEE Anton,McKEE A,Anton McKEE,Male,Athlete,ISL,Iceland,Iceland,Iceland,Iceland,ISL,0,0.0,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 200m Breaststroke""]",1993-12-18
1929225,TENGUE Terence,TENGUE T,Terence TENGUE,Male,Athlete,CAF,Centr Afric Re,Central African Republic,Centr Afric Re,Central African Republic,CAF,0,0.0,['Swimming'],"[""Men's 50m Freestyle""]",2005-10-26
1929297,ANDET Tracy Marine,ANDET TM,Tracy Marine ANDET,Female,Athlete,CAF,Centr Afric Re,Central African Republic,Centr Afric Re,Central African Republic,CAF,0,0.0,['Swimming'],"[""Women's 50m Freestyle""]",2005-10-04
1929606,RIBERA Maria Jose,RIBERA MJ,Maria Jose RIBERA,Female,Athlete,BOL,Bolivia,Bolivia,Bolivia,Bolivia,BOL,0,0.0,['Swimming'],"[""Women's 50m Freestyle""]",1996-10-28
1929708,NUNEZ del PRADO Esteban,NUNEZ del PRADO E,Esteban NUNEZ del PRADO,Male,Athlete,BOL,Bolivia,Bolivia,Bolivia,Bolivia,BOL,0,0.0,['Swimming'],"[""Men's 200m Individual Medley""]",2004-06-02
1930539,GRAND'PIERRE Alexandre,GRAND'PIERRE A,Alexandre GRAND'PIERRE,Male,Athlete,HAI,Haiti,Haiti,United States,United States of America,USA,0,0.0,['Swimming'],"[""Men's 100m Breaststroke""]",2003-01-22
1931160,TENZIN Sangay,TENZIN S,Sangay TENZIN,Male,Athlete,BHU,Bhutan,Bhutan,Bhutan,Bhutan,BHU,0,0.0,['Swimming'],"[""Men's 100m Freestyle""]",2003-09-07
1931161,KURNIAWAN Joe,KURNIAWAN J,Joe KURNIAWAN,Male,Athlete,INA,Indonesia,Indonesia,Indonesia,Indonesia,INA,0,0.0,['Swimming'],"[""Men's 100m Butterfly""]",2001-08-02
1932534,van der WESTHUIZEN Paige,van der WESTHUIZEN,Paige van der WESTHUIZEN,Female,Athlete,ZIM,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,ZIM,0,0.0,['Swimming'],"[""Women's 100m Freestyle""]",2003-04-23
1932660,SELO Lina Alemayehu,SELO LA,Lina Alemayehu SELO,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,0,0.0,['Swimming'],"[""Women's 50m Freestyle""]",2000-10-08
1932735,CYPRIANOS Denilson,CYPRIANOS D,Denilson CYPRIANOS,Male,Athlete,ZIM,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,ZIM,0,0.0,['Swimming'],"[""Men's 200m Backstroke""]",2002-10-07
1933496,MUSSIN Adilbek,MUSSIN A,Adilbek MUSSIN,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0.0,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 100m Freestyle""]",1999-10-04
1933497,IGNATOVA Xeniya,IGNATOVA X,Xeniya IGNATOVA,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0.0,['Swimming'],"[""Women's 100m Backstroke""]",2005-08-02
1935135,SSENGONZI Jesse Ssuubi,SSENGONZI JS,Jesse Ssuubi SSENGONZI,Male,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,0,0.0,['Swimming'],"[""Men's 100m Butterfly""]",2002-08-27
1935138,MUZITO Gloria Anna,MUZITO GA,Gloria Anna MUZITO,Female,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,0,0.0,['Swimming'],"[""Women's 100m Freestyle""]",2002-11-29
1935860,WEITZEIL Abbey,WEITZEIL A,Abbey WEITZEIL,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete', 'Mixed 4 x 100m Medley Relay']",1996-12-03
1935869,ALEXY Jack,ALEXY J,Jack ALEXY,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay""]",2003-01-19
1935871,ARMSTRONG Hunter,ARMSTRONG H,Hunter ARMSTRONG,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay""]",2001-01-24
1935872,BACON Phoebe,BACON P,Phoebe BACON,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Women's 200m Backstroke""]",2002-08-12
1935873,BERKOFF Katharine,BERKOFF K,Katharine BERKOFF,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Women's 100m Backstroke"", ""Women's 4 x 100m Medley Relay""]",2001-01-28
1935879,CONNOLLY Erika,CONNOLLY E,Erika CONNOLLY,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",1998-08-27
1935882,CASAS Shaine,CASAS S,Shaine CASAS,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Men's 200m Individual Medley""]",1999-12-25
1935887,CURRY Brooks,CURRY B,Brooks CURRY,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2001-01-20
1935895,DOUGLASS Kate,DOUGLASS K,Kate DOUGLASS,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Women's 200m Breaststroke"", ""Women's 200m Individual Medley"", ""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay""]",2001-11-17
1935896,DRESSEL Caeleb,DRESSEL C,Caeleb DRESSEL,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay"", ""Men's 50m Freestyle"", 'Mixed 4 x 100m Medley Relay']",1996-08-16
1935900,FALLON Matt,FALLON M,Matt FALLON,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Men's 200m Breaststroke""]",2002-10-03
1935901,FINK Nic,FINK N,Nic FINK,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",1993-07-03
1935902,FINKE Bobby,FINKE B,Bobby FINKE,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",1999-11-06
1935903,FOSTER Carson,FOSTER C,Carson FOSTER,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Men's 200m Individual Medley"", ""Men's 400m Individual Medley"", ""Men's 4 x 200m Freestyle Relay""]",2001-10-26
1935907,GEMMELL Erin,GEMMELL E,Erin GEMMELL,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Women's 200m Freestyle"", ""Women's 4 x 200m Freestyle Relay""]",2004-12-02
1935909,GRIMES Katie,GRIMES K,Katie GRIMES,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,"['Marathon Swimming', 'Swimming']","[""Women's 10km"", ""Women's 1500m Freestyle"", ""Women's 400m Individual Medley""]",2006-01-08
1935911,GUILIANO Chris,GUILIANO C,Chris GUILIANO,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 200m Freestyle"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 200m Freestyle Relay"", ""Men's 50m Freestyle""]",2003-06-25
1935915,HEILMAN Thomas,HEILMAN T,Thomas HEILMAN,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 200m Butterfly"", ""Men's 4 x 100m Medley Relay""]",2007-02-07
1935916,HELD Ryan,HELD R,Ryan HELD,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",1995-06-27
1935918,HOBSON Luke,HOBSON L,Luke HOBSON,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Swimming'],"[""Men's 200m Freestyle"", ""Men's 4 x 200m Freestyle Relay""]",2003-06-25
